ID,HousePrice,y_hat,delta
4890,333080.0,317092.8316354617,15987.168364538287
680,421548.0,436604.89592446917,-15056.895924469165
6026,512450.0,548363.0930315293,-35913.09303152934
1088,420211.0,378105.17809598567,42105.82190401433
4540,409374.0,449916.2330990812,-40542.233099081204
9149,469868.0,485128.2199604234,-15260.21996042342
4990,217676.0,217445.6117404332,230.38825956679648
603,198206.0,204987.38661967788,-6781.386619677884
5164,217425.0,208137.23964495028,9287.760355049715
5650,221968.0,255769.9778517599,-33801.977851759904
9048,333758.0,299546.46706268075,34211.53293731925
14,152158.0,144706.82805008919,7451.171949910815
7552,324917.0,311658.43996931467,13258.56003068533
6983,252585.0,232977.0453553823,19607.954644617712
5816,446186.0,454739.6574230232,-8553.657423023193
7356,374947.0,398858.06372408924,-23911.06372408924
7455,293751.0,321583.44972137077,-27832.449721370765
9251,460305.0,356267.4405678783,104037.55943212169
7845,333771.0,354631.6514786463,-20860.651478646323
315,297246.0,278440.2095552337,18805.790444766288
5276,153078.0,180470.47278732646,-27392.472787326464
8315,197639.0,187870.74115685455,9768.25884314545
5397,298751.0,232722.2704955848,66028.72950441521
9136,387845.0,346204.95838503033,41640.04161496967
3935,237412.0,204124.49392475697,33287.50607524303
7597,162719.0,127620.32498110298,35098.67501889702
3274,352041.0,296409.43486554036,55631.56513445964
8067,149893.0,143070.02639486137,6822.973605138628
1548,348164.0,306089.37572081824,42074.624279181764
8684,278991.0,324932.4526490226,-45941.45264902263
6743,282735.0,249173.79908234545,33561.200917654554
2608,250290.0,270898.3242320459,-20608.32423204591
3272,230519.0,233977.24352804784,-3458.2435280478385
4840,302354.0,275265.8793542351,27088.120645764924
8516,359881.0,376054.8922443325,-16173.892244332528
2109,234110.0,223268.25040790136,10841.74959209864
4706,467455.0,444982.51133200096,22472.488667999045
1056,194449.0,193654.94953535343,794.0504646465706
2844,163071.0,256134.51609976336,-93063.51609976336
2400,441216.0,394248.6282044847,46967.3717955153
2085,263962.0,230420.32020606165,33541.679793938354
6680,365813.0,338725.82132208056,27087.178677919437
2073,150492.0,191181.26746114538,-40689.267461145384
2244,329204.0,307929.98396938504,21274.016030614963
256,436229.0,486325.77966184204,-50096.77966184204
842,191735.0,226205.16540986983,-34470.165409869835
3459,192840.0,191502.76585112876,1337.234148871241
5921,427550.0,507868.29821079614,-80318.29821079614
7393,473887.0,503103.8793965971,-29216.879396597098
3025,437750.0,472154.2504588739,-34404.250458873925
9259,283448.0,343036.6286619326,-59588.6286619326
7013,86532.0,140735.23112725918,-54203.231127259176
4297,426081.0,397634.07520483056,28446.92479516944
7769,230211.0,237696.65488023698,-7485.65488023698
7551,225509.0,179284.56648389847,46224.43351610153
9278,254823.0,274843.93099960545,-20020.93099960545
2782,553198.0,558097.4867676436,-4899.486767643597
3226,147777.0,152634.008673025,-4857.008673025004
9271,704918.0,705316.1188203593,-398.1188203593483
5134,248599.0,467901.0075799014,-219302.00757990137
60,143966.0,134322.60827598633,9643.391724013665
1575,178522.0,215518.1816522465,-36996.18165224651
9046,639138.0,678543.9997462627,-39405.99974626268
7643,118284.0,115098.9414575549,3185.0585424450983
5734,337155.0,326484.745023891,10670.25497610902
871,174022.0,179007.0162716103,-4985.016271610308
4808,658265.0,464126.3727122837,194138.6272877163
1776,356173.0,491491.5797879737,-135318.57978797372
4857,360940.0,459595.6072988546,-98655.60729885462
1439,368445.0,382485.2442797357,-14040.244279735722
8694,163949.0,185558.89587447076,-21609.895874470763
9250,153689.0,139358.786230634,14330.213769366004
1511,302261.0,290730.0543320495,11530.945667950495
7034,467331.0,370504.710784557,96826.28921544302
8904,226820.0,240896.25914739972,-14076.259147399716
127,229524.0,289768.5881445225,-60244.58814452251
3791,420325.0,430412.2592748546,-10087.259274854616
1416,154762.0,189143.65993462116,-34381.65993462116
7535,344867.0,302333.63847301755,42533.36152698245
2305,482082.0,461507.51520487346,20574.48479512654
6281,506699.0,496909.62756360887,9789.372436391131
2787,589998.0,498579.1231440516,91418.87685594842
5938,268287.0,277169.2787791177,-8882.278779117682
8858,187939.0,185575.55065994285,2363.449340057152
1760,312990.0,333917.45926764404,-20927.459267644037
2220,309335.0,274972.3000045528,34362.69999544718
2030,499574.0,443434.5026237323,56139.49737626768
2988,405473.0,446247.6777807968,-40774.677780796774
6296,280167.0,293803.9249820012,-13636.92498200119
8561,278404.0,289353.1067562713,-10949.106756271329
6652,253887.0,212811.13920219935,41075.86079780065
794,471805.0,381853.6770997062,89951.3229002938
5010,717145.0,655330.3501117418,61814.649888258195
1651,287973.0,316022.4138662629,-28049.413866262883
1153,192611.0,84610.15424161407,108000.84575838593
6699,340238.0,371954.5376867011,-31716.537686701107
2323,638356.0,607940.0504250055,30415.949574994505
8064,402413.0,412157.40229929966,-9744.402299299662
2081,171552.0,195131.76214285486,-23579.76214285486
481,169432.0,186126.38728574585,-16694.38728574585
6164,360433.0,336301.96581200726,24131.034187992744
3945,406771.0,417511.25868873944,-10740.258688739443
7295,368740.0,410513.97068535665,-41773.970685356646
6939,131151.0,171813.26950516342,-40662.26950516342
6522,272931.0,306814.90540538833,-33883.90540538833
6159,394778.0,508358.34792178206,-113580.34792178206
2237,241792.0,331633.54734347237,-89841.54734347237
3815,309175.0,278916.553818057,30258.446181943
2443,485487.0,472878.9362581137,12608.06374188629
8012,197788.0,212188.7540866251,-14400.754086625093
1150,155903.0,185780.17458949715,-29877.174589497154
7376,84759.0,100989.64114675917,-16230.641146759168
5464,306619.0,367838.11582096945,-61219.115820969455
8393,258918.0,345917.2353125605,-86999.23531256052
850,302372.0,282237.7772510318,20134.222748968226
3581,218902.0,243481.48783531904,-24579.487835319043
2971,529260.0,480630.2784307565,48629.72156924353
7866,517452.0,448965.51060738927,68486.48939261073
3680,91563.0,86875.85414123557,4687.14585876443
3260,643249.0,516918.83615415875,126330.16384584125
6554,219561.0,225428.72380578282,-5867.723805782822
1748,332850.0,325671.80242674716,7178.197573252837
7726,371666.0,394373.53698391793,-22707.536983917933
1431,180968.0,178187.70467854943,2780.2953214505687
2908,240062.0,241697.8517705782,-1635.8517705782142
6545,268152.0,315464.3281027735,-47312.32810277352
6705,445255.0,504568.760658577,-59313.760658577026
5499,204891.0,220499.6966467623,-15608.696646762313
7703,183769.0,179611.70332756973,4157.296672430268
2763,311786.0,287991.85673835437,23794.14326164563
2165,333248.0,365459.87549279275,-32211.87549279275
1916,416819.0,470807.8089307966,-53988.80893079657
7682,245922.0,284914.46964113694,-38992.46964113694
2518,268955.0,300474.1037981732,-31519.103798173193
4662,598536.0,568890.6216572755,29645.37834272452
6157,171426.0,141764.00405534715,29661.995944652852
7171,405117.0,351779.7029496392,53337.29705036082
773,171345.0,159526.08245379323,11818.917546206765
4060,256763.0,246431.99566484804,10331.004335151956
9347,299381.0,360750.1146249326,-61369.11462493258
6562,211071.0,179392.64427674044,31678.355723259563
8587,298083.0,293550.3485954815,4532.651404518518
7983,460545.0,521060.8811083306,-60515.88110833062
2529,109271.0,112574.9496089972,-3303.9496089971944
4902,212671.0,278824.2460915369,-66153.24609153689
5031,384010.0,328882.1575450535,55127.84245494648
7888,296604.0,360348.6436956185,-63744.64369561849
3545,249092.0,245636.34706422052,3455.652935779479
7516,596728.0,415594.07480127795,181133.92519872205
1763,402901.0,397248.67960513715,5652.320394862851
2533,238566.0,223512.7328571798,15053.267142820201
8373,185015.0,181337.36688148696,3677.6331185130402
8732,334744.0,339718.6918214502,-4974.691821450193
2593,480142.0,464765.8732708403,15376.126729159674
8251,205006.0,208313.22641001173,-3307.226410011732
4795,409570.0,434098.01297967765,-24528.012979677645
1100,256838.0,236746.57625008383,20091.423749916168
4299,159185.0,153926.67408349636,5258.325916503643
6560,611195.0,732916.6520745973,-121721.65207459731
5700,180824.0,187049.8235265283,-6225.823526528286
726,442593.0,493579.28220418585,-50986.282204185845
1042,327443.0,312967.81693861115,14475.183061388845
5894,250969.0,285337.31373913476,-34368.313739134755
2135,130100.0,172694.07703497482,-42594.07703497482
6878,278209.0,347662.5233456524,-69453.52334565239
2706,202190.0,249481.3606035902,-47291.360603590205
8145,366884.0,315926.29534870136,50957.70465129864
6305,608804.0,492457.11222522275,116346.88777477725
7159,219290.0,183642.32291399804,35647.67708600196
2987,163081.0,156053.2132461924,7027.786753807595
540,101403.0,128609.07524859972,-27206.07524859972
6676,374031.0,415896.157837027,-41865.157837026985
8309,507240.0,595381.1452027631,-88141.14520276315
8886,200688.0,202177.3916809189,-1489.3916809188959
1967,278007.0,220022.65567667995,57984.34432332005
345,151117.0,182472.8545305868,-31355.854530586803
4802,285759.0,328079.34698909795,-42320.34698909795
7905,252125.0,531707.3894929797,-279582.38949297974
3749,325309.0,346426.9917541152,-21117.99175411521
4493,286144.0,303192.9547786978,-17048.954778697807
6900,111208.0,421698.3811680402,-310490.3811680402
6609,371146.0,438323.48585003504,-67177.48585003504
1943,459828.0,416540.9703750035,43287.029624996474
5681,454541.0,408921.62264691707,45619.377353082935
7251,152424.0,160007.23909039592,-7583.239090395917
1450,610664.0,479748.6196666288,130915.38033337123
5867,215338.0,208185.81981679107,7152.180183208926
4502,285940.0,308876.90312423534,-22936.903124235338
2103,433760.0,445213.38448535587,-11453.38448535587
4685,122435.0,165641.5541969583,-43206.554196958314
7839,158207.0,156594.4316168727,1612.5683831273054
4849,581371.0,487623.08088762045,93747.91911237955
805,324572.0,379257.39391654776,-54685.393916547764
5011,358884.0,355788.8325268748,3095.1674731252133
763,308423.0,364997.57514595194,-56574.57514595194
9006,212142.0,221577.5413411296,-9435.541341129603
5949,390584.0,506954.8207255418,-116370.8207255418
2784,233839.0,249471.14332108377,-15632.143321083771
4877,305055.0,316905.20120656095,-11850.201206560945
508,357614.0,516104.48281953187,-158490.48281953187
3345,465752.0,383061.6871978352,82690.31280216482
4600,205295.0,236065.95517870015,-30770.955178700155
3562,403294.0,308134.28432067763,95159.71567932237
5319,388365.0,353045.1418438019,35319.85815619811
4704,326811.0,314864.0613748392,11946.93862516078
8842,118076.0,129196.74217236978,-11120.742172369777
4981,515091.0,423110.52915423544,91980.47084576456
1770,318040.0,396978.4750461053,-78938.47504610528
1855,258957.0,265931.91231289133,-6974.912312891334
5603,409440.0,465113.5424529749,-55673.542452974885
4186,268448.0,292910.78110340814,-24462.78110340814
6073,105649.0,164314.57155320674,-58665.57155320674
2172,296197.0,222739.9517174633,73457.0482825367
7262,327045.0,337203.03946952627,-10158.039469526266
7503,481459.0,474586.7680703451,6872.231929654896
6745,280037.0,280795.0970053802,-758.0970053802012
7606,520851.0,435628.96796007495,85222.03203992505
3414,93184.0,114056.785176533,-20872.785176532998
4435,469333.0,525292.4578001824,-55959.4578001824
2938,539674.0,487396.5268236125,52277.47317638749
2698,588056.0,643998.1158402741,-55942.11584027414
2303,286360.0,317606.9882867604,-31246.988286760403
3334,256653.0,234583.3676166654,22069.632383334596
8963,222809.0,230540.15332599368,-7731.153325993684
4287,242248.0,309387.7449332462,-67139.74493324623
1101,425448.0,438750.2909167357,-13302.290916735714
1413,139473.0,153741.95668237648,-14268.956682376476
872,406218.0,394942.27989613207,11275.720103867934
6936,122153.0,153249.56838111818,-31096.56838111818
7030,277551.0,279578.97288617777,-2027.9728861777694
976,282713.0,274898.5903778769,7814.409622123116
5573,300270.0,322532.4313508367,-22262.431350836705
5762,277419.0,285869.71642084804,-8450.716420848039
8511,167321.0,208257.47560826177,-40936.47560826177
6379,289988.0,259895.4497784152,30092.550221584796
5327,777520.0,694270.9626947107,83249.0373052893
6267,291969.0,263116.8990194639,28852.10098053608
9262,781655.0,627654.5288642399,154000.47113576008
3121,317964.0,381901.6798345785,-63937.67983457848
4715,718976.0,694078.2148399203,24897.785160079715
4241,347510.0,303468.42896524764,44041.571034752356
8318,315872.0,358136.87878484384,-42264.87878484384
2045,446565.0,373823.54900554166,72741.45099445834
6546,335035.0,401470.1725282485,-66435.17252824851
7821,551331.0,531541.2593667606,19789.740633239388
7587,184325.0,208014.37723318726,-23689.37723318726
3340,465669.0,385101.8838878268,80567.11611217319
6345,511856.0,409011.88322465325,102844.11677534675
3675,321546.0,308809.4434672953,12736.556532704679
6209,182928.0,175342.70818417685,7585.291815823148
4483,324462.0,375159.14223420544,-50697.14223420544
7176,367682.0,451620.13630144956,-83938.13630144956
16,144245.0,133171.77755789872,11073.22244210128
5187,134612.0,125179.05430823866,9432.945691761342
5885,271912.0,306005.433256635,-34093.43325663498
5237,187585.0,167957.73188744337,19627.26811255663
2696,193262.0,157475.64548546294,35786.35451453706
6885,464878.0,504861.3945121292,-39983.39451212919
3149,491701.0,553872.8930519288,-62171.89305192884
6721,240668.0,240560.598203211,107.40179678899585
9093,454967.0,484504.2896126302,-29537.289612630208
5347,470961.0,391248.2388355692,79712.76116443082
6242,146201.0,132595.39046916232,13605.609530837683
1893,548876.0,657331.9699817229,-108455.96998172288
3385,246347.0,237008.25027707996,9338.749722920038
5563,204044.0,253429.77840629348,-49385.77840629348
5747,308499.0,281241.45417478814,27257.545825211855
7086,313616.0,287182.2335232514,26433.766476748628
1395,324713.0,338645.7912461005,-13932.791246100503
3484,332631.0,321931.40406508435,10699.595934915647
1258,296045.0,313298.0208077962,-17253.020807796216
2484,241940.0,225710.45372542331,16229.546274576685
7064,290872.0,265854.4020974288,25017.5979025712
4865,208381.0,194634.96621172572,13746.033788274275
8274,206579.0,241594.24402551606,-35015.24402551606
3194,491568.0,623071.0887423108,-131503.08874231076
2322,485229.0,482343.80399411905,2885.196005880949
8785,79410.0,66867.24132469886,12542.758675301142
6710,446292.0,414951.01934183703,31340.980658162967
1190,602965.0,602394.4280936857,570.5719063143479
8502,511022.0,607247.5606963594,-96225.56069635937
1801,236976.0,234501.8734038631,2474.1265961368917
661,402063.0,371233.55055913894,30829.449440861063
8489,234950.0,232152.6985795598,2797.301420440199
3855,170733.0,176548.3404008756,-5815.340400875604
5461,132909.0,100085.28740952205,32823.71259047795
6621,538133.0,487086.25313948863,51046.74686051137
833,312155.0,394243.640041225,-82088.64004122501
3864,300483.0,282572.4068363959,17910.59316360409
1634,175598.0,175202.22082927046,395.77917072954006
8945,211664.0,221099.89277052702,-9435.892770527018
3392,129611.0,119498.22271638649,10112.777283613512
3595,249394.0,255946.5074569168,-6552.507456916792
6489,297248.0,294762.159601526,2485.8403984740144
7161,658390.0,506528.93549778167,151861.06450221833
9232,558044.0,479900.77197211393,78143.22802788607
6441,218374.0,185616.12821596686,32757.871784033137
516,164566.0,201468.30019542546,-36902.30019542546
2255,587423.0,545152.2466645836,42270.75333541643
1260,289043.0,282893.9844152058,6149.015584794222
4082,472544.0,527669.0882958508,-55125.08829585079
1062,95635.0,131710.99438964174,-36075.99438964174
7316,182010.0,225795.11947221792,-43785.11947221792
4250,137307.0,139169.98827877577,-1862.988278775767
4486,313656.0,255149.2429558827,58506.75704411729
1566,205566.0,205108.23173189597,457.76826810403145
8026,322706.0,273402.99952393357,49303.00047606643
6629,337822.0,381026.8142499125,-43204.81424991251
2168,556336.0,540664.2521882011,15671.747811798938
8844,466903.0,409974.8839851915,56928.116014808475
632,329502.0,365322.62638394214,-35820.626383942144
6692,106511.0,110310.73264471571,-3799.73264471571
90,195781.0,169815.30814868805,25965.691851311945
227,201580.0,201781.04676716938,-201.04676716937684
2374,310522.0,269526.41049576766,40995.58950423234
3046,285359.0,308436.6761173806,-23077.676117380615
1954,227258.0,179410.59575833043,47847.404241669574
3417,347466.0,293214.48563698574,54251.514363014256
570,567768.0,566358.638378973,1409.3616210269975
3305,189349.0,199032.54263389163,-9683.54263389163
2295,579692.0,474022.50976645015,105669.49023354985
2246,615573.0,549710.040629789,65862.959370211
7837,356893.0,487978.3678262749,-131085.3678262749
898,350373.0,358309.8320124446,-7936.832012444618
2010,285160.0,294498.7464824888,-9338.746482488816
7141,330122.0,349547.707492342,-19425.707492341986
4787,786952.0,551380.4713640978,235571.5286359022
2177,344979.0,362806.46871163906,-17827.468711639056
6999,257019.0,302745.3721620296,-45726.37216202961
6405,194611.0,197988.50030964674,-3377.500309646741
5302,295182.0,314162.8566346136,-18980.856634613592
3357,283118.0,260039.57068038525,23078.42931961475
6482,283545.0,273866.6959725123,9678.304027487698
5961,418161.0,437292.19209606247,-19131.19209606247
7406,557606.0,553216.8548311864,4389.145168813644
5160,376857.0,424617.33100406086,-47760.33100406086
4629,478355.0,473855.7029308168,4499.2970691832015
1197,184584.0,196215.83257119975,-11631.832571199746
5627,260760.0,224675.87175793742,36084.12824206258
1668,135358.0,152532.11739012037,-17174.117390120373
7669,103444.0,83465.36776683357,19978.632233166427
8359,624548.0,610841.4625168298,13706.537483170163
196,302546.0,436290.64199860726,-133744.64199860726
8229,100980.0,110571.25701130267,-9591.257011302674
6317,150909.0,182113.610621736,-31204.610621736007
8134,387272.0,418615.2725464144,-31343.272546414402
4633,289793.0,276516.09711277054,13276.902887229458
5076,338480.0,394189.2955236826,-55709.29552368261
6128,351973.0,349229.10658180114,2743.893418198859
4634,252766.0,250735.46618534203,2030.5338146579743
46,229781.0,210982.40100475735,18798.598995242646
4543,322814.0,364260.4577363417,-41446.45773634169
3478,206329.0,218412.5251017639,-12083.525101763895
9054,385228.0,397825.9408729241,-12597.940872924111
7631,88885.0,217071.71047143103,-128186.71047143103
1105,324350.0,246333.0481471024,78016.95185289759
769,645791.0,552478.397681547,93312.60231845302
1345,652739.0,577549.8251415562,75189.17485844379
7877,263294.0,215499.51555015962,47794.48444984038
7929,116627.0,219552.63976134112,-102925.63976134112
7525,127909.0,176329.16059065724,-48420.16059065724
8542,392845.0,321937.2550550823,70907.74494491768
8074,428760.0,469189.24269911036,-40429.24269911036
924,357611.0,321990.55468947283,35620.44531052717
6619,275274.0,293158.55925751076,-17884.55925751076
1963,137021.0,104899.79126791884,32121.208732081155
7318,418899.0,461210.4779087105,-42311.47790871048
5969,143349.0,160692.77023726414,-17343.770237264136
5873,94697.0,99298.54713945028,-4601.547139450282
1791,560181.0,578111.9892279609,-17930.989227960934
1978,502025.0,475080.95234397985,26944.04765602015
2890,284186.0,252527.52611694764,31658.473883052357
7188,186867.0,188788.1259403504,-1921.1259403504082
2074,124482.0,128788.15224000237,-4306.152240002368
1324,404895.0,384755.9058154841,20139.09418451588
7700,533702.0,412808.6612382324,120893.3387617676
5882,95130.0,115785.35486053432,-20655.354860534324
7121,370703.0,371097.07448921114,-394.07448921113973
1632,123881.0,112123.96515861673,11757.034841383269
8756,356842.0,301235.71246784256,55606.28753215744
5958,497672.0,507570.8607572554,-9898.860757255403
1879,321144.0,314787.2593513694,6356.740648630599
8174,305833.0,280046.4654993679,25786.534500632086
6785,302037.0,373597.5488141479,-71560.54881414789
330,285761.0,307121.5628504972,-21360.562850497197
7047,431568.0,457704.6828287552,-26136.682828755176
538,438983.0,360593.9013328719,78389.09866712813
1965,288506.0,278625.34235194564,9880.657648054359
5195,275300.0,271289.09429298854,4010.905707011465
1775,200558.0,153323.94740153413,47234.052598465874
5036,257238.0,230891.50422233142,26346.495777668577
9272,318764.0,404029.98916722,-85265.98916722002
8670,503089.0,500285.9705538201,2803.0294461799203
3849,332765.0,368512.6189403111,-35747.61894031108
3778,357178.0,348695.72983242414,8482.270167575858
8984,315830.0,637943.926168109,-322113.92616810906
1907,387677.0,470715.24932405865,-83038.24932405865
2437,484958.0,476545.1611575176,8412.838842482422
3663,391313.0,449630.1181594165,-58317.11815941648
5267,358545.0,357229.902254341,1315.0977456590044
8911,259283.0,289733.9692182891,-30450.969218289072
1920,145294.0,150452.75926679093,-5158.759266790934
38,611812.0,489439.7354345751,122372.26456542488
2623,514802.0,432130.7184368521,82671.2815631479
6982,169833.0,186591.5903574021,-16758.590357402107
3047,323343.0,304021.47679087846,19321.523209121544
6479,270698.0,343608.95777843,-72910.95777843002
1075,221829.0,306694.69374009006,-84865.69374009006
3125,225630.0,297782.99059101887,-72152.99059101887
8991,272648.0,222236.0051393487,50411.99486065129
1430,167631.0,201886.07113489276,-34255.07113489276
7155,168095.0,184828.3055691287,-16733.305569128686
4603,385512.0,274113.30978607625,111398.69021392375
4627,159672.0,174310.88485063505,-14638.884850635048
3563,364872.0,294586.7041485681,70285.2958514319
3887,425796.0,476501.28011683543,-50705.280116835434
4470,423595.0,436159.41895174276,-12564.418951742759
488,363317.0,385784.26713788835,-22467.267137888353
2336,235611.0,219029.89550584258,16581.104494157422
1154,301427.0,254800.10410577714,46626.895894222864
1069,166703.0,132263.59107071022,34439.408929289784
5760,494968.0,438383.92430853285,56584.07569146715
4048,173300.0,177463.89327952033,-4163.893279520329
500,249188.0,296718.17370722984,-47530.17370722984
8166,310240.0,337216.6200831744,-26976.620083174377
5417,193642.0,218604.38976481312,-24962.389764813124
6528,125956.0,93644.57642610723,32311.423573892767
3734,529869.0,451976.42953918927,77892.57046081073
3170,357402.0,159963.55510411732,197438.44489588268
2435,588315.0,567719.8773370743,20595.122662925743
6270,345671.0,283521.8620537304,62149.13794626959
3162,266132.0,289278.1867644169,-23146.186764416925
2477,164297.0,166877.84996315476,-2580.84996315476
841,178651.0,191929.4614659459,-13278.461465945904
5673,325852.0,379446.51845029846,-53594.51845029846
1399,533270.0,488447.46048200846,44822.539517991536
7722,285236.0,214637.42068388328,70598.57931611672
1198,121121.0,115926.54963011955,5194.450369880447
2620,169464.0,246528.32561718492,-77064.32561718492
9089,639929.0,581197.0666218537,58731.93337814626
4824,184847.0,229836.72606584334,-44989.72606584334
2545,295415.0,321892.89785152616,-26477.897851526155
5188,617554.0,562385.7764130037,55168.22358699632
7899,509985.0,516883.4634569608,-6898.463456960802
4767,134114.0,124611.69016498853,9502.309835011474
4020,293388.0,315220.18508254515,-21832.185082545155
2108,370346.0,404032.48596066353,-33686.48596066353
8711,663256.0,470019.3152701961,193236.68472980388
5030,287009.0,253307.21125336195,33701.78874663805
1159,568783.0,481870.8393607996,86912.16063920042
2997,301398.0,217978.12699775293,83419.87300224707
7871,167171.0,285250.5208086615,-118079.52080866147
3537,151050.0,141217.08378481766,9832.91621518234
3391,214323.0,214259.45405646253,63.545943537465064
1582,320937.0,296686.8988999127,24250.101100087282
646,290643.0,285593.349326667,5049.650673332973
5714,103935.0,152498.56602223546,-48563.56602223546
8652,412045.0,440313.1760844663,-28268.17608446628
5819,358434.0,420648.2530711593,-62214.2530711593
3467,415671.0,397596.74800623045,18074.251993769547
1169,439652.0,354193.0428878078,85458.95711219218
4566,259715.0,224241.91354712486,35473.08645287514
4077,89070.0,110471.52074379532,-21401.52074379532
2850,204591.0,245828.13492088733,-41237.13492088733
2641,700495.0,674837.0394914204,25657.96050857962
3380,339081.0,356347.1014333459,-17266.101433345873
5280,356741.0,337180.32880154427,19560.671198455733
6891,536602.0,375207.33416145504,161394.66583854496
6119,160914.0,205558.0154012056,-44644.0154012056
2092,307774.0,350878.3774765457,-43104.37747654569
6423,1195094.0,804364.7599699554,390729.2400300446
3023,244398.0,216264.88436716588,28133.115632834117
4458,358483.0,292348.7874411972,66134.2125588028
3432,471840.0,438597.8167600874,33242.183239912614
1116,414074.0,485465.186328212,-71391.18632821197
7378,225761.0,188816.39467196754,36944.605328032456
6215,187946.0,204455.2797540107,-16509.2797540107
7456,322928.0,291336.9394956263,31591.060504373687
4320,347338.0,342903.72643191356,4434.2735680864425
6381,418780.0,360866.279974877,57913.72002512298
6487,396818.0,271172.56672531134,125645.43327468866
6374,378485.0,435979.76435207954,-57494.76435207954
2578,353865.0,438178.98089371965,-84313.98089371965
8297,324139.0,312250.9697659548,11888.030234045174
6991,261216.0,290630.81421837327,-29414.81421837327
5539,411336.0,429019.1175116456,-17683.1175116456
3531,193732.0,207847.15324353473,-14115.153243534733
2040,236727.0,266930.4713510723,-30203.47135107231
4784,254716.0,241608.9480409499,13107.051959050092
7329,207770.0,265669.5718585179,-57899.571858517884
2839,170202.0,194600.5583558317,-24398.558355831687
5534,285862.0,309911.45909196464,-24049.459091964643
2007,185615.0,210943.67246755754,-25328.67246755754
6898,280080.0,364653.58833730535,-84573.58833730535
3845,171327.0,161237.80951701693,10089.190482983075
6156,167778.0,165602.10454323227,2175.8954567677283
8356,455668.0,442155.13312603405,13512.866873965948
5111,136392.0,136345.63470267662,46.36529732338386
173,109539.0,260908.4491414086,-151369.4491414086
8818,309810.0,353653.34339177806,-43843.343391778064
5951,409896.0,451093.13297474885,-41197.13297474885
5727,137033.0,179951.63067024178,-42918.63067024178
9156,280170.0,293914.7310843143,-13744.731084314291
43,125642.0,142365.62541587767,-16723.625415877672
2840,281341.0,328933.82957495196,-47592.82957495196
1251,334282.0,355897.4491784505,-21615.449178450508
7725,520776.0,475340.2244534756,45435.77554652438
1759,540399.0,519352.2219049718,21046.77809502819
4380,362044.0,369168.5118764351,-7124.511876435077
2139,356983.0,271725.4165070721,85257.5834929279
3045,272327.0,303841.8528133148,-31514.85281331482
3752,286353.0,271814.7774429192,14538.222557080793
509,257328.0,309921.236679923,-52593.23667992302
6419,299552.0,291094.1342614494,8457.865738550609
3368,325656.0,308772.2324759697,16883.767524030292
3763,484499.0,465278.92749392876,19220.072506071243
3090,307063.0,272262.0429874483,34800.95701255172
4087,906257.0,815771.1950406514,90485.80495934864
4418,120004.0,159970.57702483475,-39966.577024834754
4171,146342.0,165614.74869076387,-19272.748690763867
4949,518214.0,490800.61874352145,27413.381256478548
7306,428383.0,353424.76032090024,74958.23967909976
8117,141556.0,149627.0091505987,-8071.009150598693
4577,273700.0,262586.67248494294,11113.327515057055
5332,293109.0,420274.68727076723,-127165.68727076723
5669,294186.0,310528.10968267906,-16342.10968267906
3110,186553.0,196310.55501348994,-9757.555013489939
2187,254790.0,196853.57182124763,57936.428178752365
8824,194388.0,183567.741551448,10820.258448551991
4776,200547.0,223075.80327148022,-22528.803271480225
2417,203897.0,197803.26943512942,6093.730564870581
5990,107350.0,95104.72062671023,12245.27937328977
5244,284165.0,282797.0659856048,1367.9340143952286
4091,512769.0,523466.13053644705,-10697.130536447046
1340,240896.0,222725.40325348536,18170.59674651464
3972,254775.0,240143.52626847022,14631.473731529783
702,210846.0,219072.92821694707,-8226.928216947068
5671,105507.0,113223.98904379478,-7716.989043794776
1749,250775.0,222326.3692377398,28448.630762260203
3306,557007.0,539530.1508143502,17476.84918564977
8193,272906.0,304404.9086235233,-31498.90862352331
2588,349732.0,395697.09304635506,-45965.09304635506
504,247267.0,265092.53178779135,-17825.531787791348
1446,442258.0,422242.7690125119,20015.230987488118
2846,707521.0,718833.1208456365,-11312.12084563647
4618,617226.0,538932.6421304186,78293.35786958144
4315,376095.0,422841.53555301676,-46746.53555301676
8666,233518.0,220129.00858446004,13388.99141553996
1488,305801.0,342200.06867268705,-36399.06867268705
4487,362366.0,325491.52465369407,36874.47534630593
6657,244226.0,263800.156537679,-19574.156537679024
8465,273357.0,288221.95130891714,-14864.951308917138
218,403719.0,375662.7535247083,28056.24647529167
3223,159087.0,175876.0344980603,-16789.034498060297
6415,200265.0,242691.73853534233,-42426.73853534233
9157,143624.0,106280.48329325678,37343.51670674322
2339,381730.0,346172.69104009744,35557.308959902555
7654,371801.0,342708.46268957417,29092.537310425832
6505,232228.0,240653.23038435174,-8425.230384351744
1377,225007.0,243795.30949497168,-18788.309494971676
6734,256061.0,251325.17236240054,4735.827637599461
780,118012.0,166836.00540637827,-48824.00540637827
4023,328830.0,345342.7971630771,-16512.797163077106
4353,556299.0,549474.1664532671,6824.833546732902
2976,284631.0,271985.8998171107,12645.10018288932
8712,389144.0,362557.42084861174,26586.579151388258
3995,190793.0,162449.34377919434,28343.656220805657
8928,346515.0,284981.0654424503,61533.934557549714
3546,558170.0,458444.10027753265,99725.89972246735
5444,396695.0,464140.38583468966,-67445.38583468966
1225,201608.0,243220.39145108388,-41612.39145108388
7106,534487.0,461246.5164935552,73240.48350644478
